date,fighter_a,fighter_b,result_numeric
2024-06-08,montana de la rosa,andrea lee,1.0
2024-06-08,brad katona,jesse butler,1.0
2024-06-08,carlos prates,charles radtke,1.0
2024-06-08,ludovit klein,thiago moises,1.0
2024-06-08,punahele soriano,miguel baeza,1.0
2024-06-08,zach reese,julian marquez,1.0
2024-06-08,brunno ferreira,dustin stoltzfus,1.0
2024-06-08,raul rosas jr.,ricky turcios,1.0
2024-06-08,dominick reyes,dustin jacoby,1.0
2024-06-08,nassourdine imavov,jared cannonier,1.0
2024-06-15,josefine knutsson,julia polastri,1.0
2024-06-15,melquizael costa,shayilan nuerdanbieke,1.0
2024-06-15,westin wilson,jeka saragih,1.0
2024-06-15,gabriella fernandes,carli judice,1.0
2024-06-15,nate maness,jimmy flick,1.0
2024-06-15,adam fugitt,josh quinlan,1.0
2024-06-15,asu almabayev,jose johnson,1.0
2024-06-15,brady hiestand,garrett armfield,1.0
2024-06-15,lucas almeida,timmy cuamba,1.0
2024-06-15,miles johns,douglas silva de andrade,1.0
2024-06-15,tatsuro taira,alex perez,1.0
2024-06-22,changho lee,xiao long,1.0
2024-06-22,magomed gadzhiyasulov,brendson ribeiro,1.0
2024-06-22,muin gafurov,kyung ho kang,1.0
2024-06-22,rinat fakhretdinov,nicolas dalby,1.0
2024-06-22,felipe lima,muhammad naimov,1.0
2024-06-22,nasrat haqparast,jared gordon,1.0
2024-06-22,volkan oezdemir,johnny walker,1.0
2024-06-22,shara magomedov,antonio trocoli,1.0
2024-06-22,kelvin gastelum,daniel rodriguez,1.0
2024-06-22,alexander volkov,sergei pavlovich,1.0
2024-06-22,robert whittaker,ikram aliskerov,1.0
2024-06-29,vinicius oliveira,ricky simon,1.0
2024-06-29,rei tsuruya,carlos hernandez,1.0
2024-06-29,martin buday,andrei arlovski,1.0
2024-06-29,gillian robertson,michelle waterson-gomez,1.0
2024-06-29,payton talbott,yanis ghemmouri,1.0
2024-06-29,jean silva,charles jourdain,1.0
2024-06-29,andre fili,cub swanson,1.0
2024-06-29,joe pyfer,marc-andre barriault,1.0
2024-06-29,ian machado garry,michael page,1.0
2024-06-29,macy chiasson,mayra bueno silva,1.0
2024-06-29,roman dolidze,anthony smith,1.0
2024-06-29,diego lopes,dan ige,1.0
2024-06-29,alex pereira,jiri prochazka,1.0
2024-07-13,evan elder,darrius flowers,1.0
2024-07-13,andre petroski,josh fremd,1.0
2024-07-13,luana santos,mariya agapova,1.0
2024-07-13,montel jackson,da'mon blackshear,1.0
2024-07-13,jasmine jasudavicius,fatima kline,1.0
2024-07-13,charles johnson,joshua van,1.0
2024-07-13,julian erosa,christian rodriguez,1.0
2024-07-13,gabriel bonfim,ange loosa,1.0
2024-07-13,jean silva,drew dober,1.0
2024-07-13,muslim salikhov,santiago ponzinibbio,1.0
2024-07-13,rose namajunas,tracy cortez,1.0
2024-07-20,thomas petersen,mohammed usman,1.0
2024-07-20,luana carolina,lucie pudilova,1.0
2024-07-20,trey ogden,loik radzhabov,1.0
2024-07-20,miranda maverick,dione barbosa,1.0
2024-07-20,cody gibson,brian kelleher,1.0
2024-07-20,hyder amil,jeongyeong lee,1.0
2024-07-20,dooho choi,bill algeo,1.0
2024-07-20,bruno silva,cody durden,1.0
2024-07-20,kurt holobaugh,kaynan kruschewsky,1.0
2024-07-20,steve garcia,seungwoo choi,1.0
2024-07-20,virna jandiroba,amanda lemos,1.0
2024-07-27,shauna bannon,alice ardelean,1.0
2024-07-27,mick parkin,lukasz brzeski,1.0
2024-07-27,sam patterson,kiefer crosbie,1.0
2024-07-27,modestas bukauskas,marcin prachnio,1.0
2024-07-27,oban elliott,preston parsons,1.0
2024-07-27,muhammad mokaev,manel kape,1.0
2024-07-27,jake hadley,caolan loughran,1.0
2024-07-27,bruna brasil,molly mccann,1.0
2024-07-27,nathaniel wood,daniel pineda,1.0
2024-07-27,arnold allen,giga chikadze,1.0
2024-07-27,gregory rodrigues,christian leroy duncan,1.0
2024-07-27,paddy pimblett,king green,1.0
2024-07-27,tom aspinall,curtis blaydes,1.0
2024-07-27,belal muhammad,leon edwards,1.0
2024-08-03,sedriques dumas,denis tiuliulin,1.0
2024-08-03,jai herbert,rolando bedoya,1.0
2024-08-03,sam hughes,viktoriia dudakova,1.0
2024-08-03,guram kutateladze,jordan vucenic,1.0
2024-08-03,shamil gaziev,don'tale mayes,1.0
2024-08-03,kaue fernandes,mohammad yahya,1.0
2024-08-03,azamat murzakanov,alonzo menifield,1.0
2024-08-03,joel alvarez,elves brener,1.0
2024-08-03,mackenzie dern,loopy godinez,1.0
2024-08-03,michael chiesa,tony ferguson,1.0
2024-08-03,deiveson figueiredo,marlon vera,1.0
2024-08-03,shara magomedov,michal oleksiejczuk,1.0
2024-08-03,umar nurmagomedov,cory sandhagen,1.0
2024-08-10,stephanie luciano,talita alencar,1.0
2024-08-10,youssef zalal,jarno errens,1.0
2024-08-10,jhonata diniz,karl williams,1.0
2024-08-10,karol rosa,pannie kianzad,1.0
2024-08-10,toshiomi kazama,charalampos grigoriou,1.0
2024-08-10,yana santos,chelsea chandler,1.0
2024-08-10,chris gutierrez,quang le,1.0
2024-08-10,danny barlow,nikolay veretennikov,1.0
2024-08-10,chepe mariscal,damon jackson,1.0
2024-08-10,serghei spivac,marcin tybura,1.0
2024-08-17,jesus aguilar,stewart nicoll,1.0
2024-08-17,song kenan,ricky glenn,1.0
2024-08-17,tom nolan,alex reyes,1.0
2024-08-17,jack jenkins,herbert burns,1.0
2024-08-17,casey o'neill,luana santos,1.0
2024-08-17,ricardo ramos,josh culibao,1.0
2024-08-17,valter walker,junior tafa,1.0
2024-08-17,carlos prates,li jingliang,1.0
2024-08-17,jairzinho rozenstruik,tai tuivasa,1.0
2024-08-17,dan hooker,mateusz gamrot,1.0
2024-08-17,kai kara-france,steve erceg,1.0
2024-08-17,dricus du plessis,israel adesanya,1.0
2024-08-24,wang cong,victoria leonardo,1.0
2024-08-24,jacqueline cavalcanti,josiane nunes,1.0
2024-08-24,viacheslav borshchev,james llontop,1.0
2024-08-24,zach reese,jose daniel medina,1.0
2024-08-24,francis marshall,dennis buzukja,1.0
2024-08-24,gerald meerschaert,edmen shahbazyan,1.0
2024-08-24,michael morales,neil magny,1.0
2024-08-24,mairon santos,kaan ofli,1.0
2024-08-24,ryan loder,robert valentin,1.0
2024-08-24,tabatha ricci,angela hill,1.0
2024-08-24,caio borralho,jared cannonier,1.0
2024-09-07,nathan fletcher,zygimantas ramaska,1.0
2024-09-07,andre petroski,dylan budka,1.0
2024-09-07,jaqueline amorim,vanessa demopoulos,1.0
2024-09-07,gabriel santos,yizha,1.0
2024-09-07,andre lima,felipe dos santos,1.0
2024-09-07,isaac dulgarian,brendon marotte,1.0
2024-09-07,chris padilla,rongzhu,1.0
2024-09-07,yanal ashmouz,trevor peek,1.0
2024-09-07,cody durden,matt schnell,1.0
2024-09-07,steve garcia,kyle nelson,1.0
2024-09-07,natalia silva,jessica andrade,1.0
2024-09-07,sean brady,gilbert burns,1.0
2024-09-14,raul rosas jr.,aoriqileng,1.0
2024-09-14,joshua van,edgar chairez,1.0
2024-09-14,ketlen souza,yazmin jauregui,1.0
2024-09-14,ignacio bahamondes,manuel torres,1.0
2024-09-14,norma dumont,irene aldana,1.0
2024-09-14,ronaldo rodriguez,ode osbourne,1.0
2024-09-14,esteban ribovics,daniel zellhuber,1.0
2024-09-14,diego lopes,brian ortega,1.0
2024-09-14,valentina shevchenko,alexa grasso,1.0
2024-09-14,merab dvalishvili,sean o'malley,1.0
2024-09-28,chris duncan,bolaji oki,1.0
2024-09-28,jacqueline cavalcanti,nora cornolle,1.0
2024-09-28,daniel barez,victor altamirano,1.0
2024-09-28,ailin perez,daria zhelezniakova,1.0
2024-09-28,taylor lapilus,vince morales,1.0
2024-09-28,ludovit klein,roosevelt roberts,1.0
2024-09-28,oumar sy,da woon jung,1.0
2024-09-28,ion cutelaba,ivan erslan,1.0
2024-09-28,fares ziam,matt frevola,1.0
2024-09-28,morgan charriere,gabriel miranda,1.0
2024-09-28,bryan battle,kevin jousset,1.0
2024-09-28,william gomis,joanderson brito,1.0
2024-09-28,nassourdine imavov,brendan allen,1.0
2024-09-28,renato moicano,benoit saint denis,1.0
2024-10-05,court mcgee,tim means,1.0
2024-10-05,tecia pennington,carla esparza,1.0
2024-10-05,ryan spann,ovince saint preux,1.0
2024-10-05,cesar almeida,ihor potieria,1.0
2024-10-05,alexander hernandez,austin hubbard,1.0
2024-10-05,iasmin lucindo,marina rodriguez,1.0
2024-10-05,joaquin buckley,stephen thompson,1.0
2024-10-05,kayla harrison,ketlen vieira,1.0
2024-10-05,roman dolidze,kevin holland,1.0
2024-10-05,mario bautista,jose aldo,1.0
2024-10-05,julianna pena,raquel pennington,1.0
2024-10-05,alex pereira,khalil rountree jr.,1.0
2024-10-12,clayton carpenter,lucas rocha,1.0
2024-10-12,cody haddon,dan argueta,1.0
2024-10-12,julia polastri,cory mckenna,1.0
2024-10-12,junior tafa,sean sharaf,1.0
2024-10-12,themba gorimbo,niko price,1.0
2024-10-12,pat sabatini,jonathan pearce,1.0
2024-10-12,ramazan temirov,cj vergara,1.0
2024-10-12,daniel rodriguez,alex morono,1.0
2024-10-12,grant dawson,rafa garcia,1.0
2024-10-12,chidi njokuani,jared gooden,1.0
2024-10-12,junyong park,brad tavares,1.0
2024-10-12,brandon royval,tatsuro taira,1.0
2024-10-19,austen lane,robelis despaigne,1.0
2024-10-19,melissa martinez,alice ardelean,1.0
2024-10-19,elise reed,jessica penne,1.0
2024-10-19,joselyne edwards,tamires vidal,1.0
2024-10-19,jean matsumoto,brad katona,1.0
2024-10-19,asu almabayev,matheus nicolau,1.0
2024-10-19,darren elkins,daniel pineda,1.0
2024-10-19,cameron smotherman,jake hadley,1.0
2024-10-19,charles johnson,sumudaerji,1.0
2024-10-19,rob font,kyler phillips,1.0
2024-10-19,anthony hernandez,michel pereira,1.0
2024-10-26,rinat fakhretdinov,carlos leal,1.0
2024-10-26,ismail naurdiev,bruno silva,1.0
2024-10-26,farid basharat,victor hugo,1.0
2024-10-26,kennedy nzechukwu,chris barnett,1.0
2024-10-26,abus magomedov,brunno ferreira,1.0
2024-10-26,mateusz rebecki,myktybek orolbai,1.0
2024-10-26,geoff neal,rafael dos anjos,1.0
2024-10-26,ibo aslan,rafael cerqueira,1.0
2024-10-26,shara magomedov,armen petrosyan,1.0
2024-10-26,lerone murphy,dan ige,1.0
2024-10-26,magomed ankalaev,aleksandar rakic,1.0
2024-10-26,khamzat chimaev,robert whittaker,1.0
2024-10-26,ilia topuria,max holloway,1.0
2024-11-02,jamey-lyn horth,ivana petrovic,1.0
2024-11-02,cody gibson,chad anheliger,1.0
2024-11-02,serhiy sidey,garrett armfield,1.0
2024-11-02,alexandr romanov,rodrigo nascimento,1.0
2024-11-02,youssef zalal,jack shore,1.0
2024-11-02,charles jourdain,victor henry,1.0
2024-11-02,aiemann zahabi,pedro munhoz,1.0
2024-11-02,mike malott,trevin giles,1.0
2024-11-02,dustin stoltzfus,marc-andre barriault,1.0
2024-11-02,jasmine jasudavicius,ariane da silva,1.0
2024-11-02,brendson ribeiro,caio machado,1.0
2024-11-02,erin blanchfield,rose namajunas,1.0
2024-11-02,brandon moreno,amir albazi,1.0
2024-11-09,melissa mullins,klaudia sygula,1.0
2024-11-09,tresean gore,antonio trocoli,1.0
2024-11-09,da'mon blackshear,cody stamann,1.0
2024-11-09,charles radtke,matthew semelsberger,1.0
2024-11-09,elizeu zaleski dos santos,zachary scroggin,1.0
2024-11-09,denise gomes,karolina kowalkiewicz,1.0
2024-11-09,mansur abdul-malik,dusko todorovic,1.0
2024-11-09,gillian robertson,luana pinheiro,1.0
2024-11-09,gaston bolanos,cortavious romious,1.0
2024-11-09,reinier de ridder,gerald meerschaert,1.0
2024-11-09,carlos prates,neil magny,1.0
2024-11-16,eduarda moura,veronica hardy,1.0
2024-11-16,oban elliott,bassil hafez,1.0
2024-11-16,ramiz brahimaj,mickey gall,1.0
2024-11-16,marcin tybura,jhonata diniz,1.0
2024-11-16,david onama,roberto romero,1.0
2024-11-16,jim miller,damon jackson,1.0
2024-11-16,marcus mcghee,jonathan martinez,1.0
2024-11-16,mauricio ruffy,james llontop,1.0
2024-11-16,viviane araujo,karine silva,1.0
2024-11-16,bo nickal,paul craig,1.0
2024-11-16,charles oliveira,michael chandler,1.0
2024-11-16,jon jones,stipe miocic,1.0
2024-11-23,nikolas motta,maheshate,1.0
2024-11-23,xiao long,quang le,1.0
2024-11-23,lone'er kavanagh,jose ochoa,1.0
2024-11-23,carlos hernandez,nyamjargal tumendemberel,1.0
2024-11-23,shi ming,feng xiaocan,1.0
2024-11-23,donghun choi,kiru sahota,1.0
2024-11-23,suyoung you,baergeng jieleyisi,1.0
2024-11-23,zhang mingyang,ozzy diaz,1.0
2024-11-23,carlos ulberg,volkan oezdemir,1.0
2024-11-23,gabriella fernandes,wang cong,1.0
2024-11-23,muslim salikhov,song kenan,1.0
2024-11-23,yan xiaonan,tabatha ricci,1.0
2024-11-23,petr yan,deiveson figueiredo,1.0
2024-12-07,kennedy nzechukwu,lukasz brzeski,1.0
2024-12-07,chase hooper,clay guida,1.0
2024-12-07,michael chiesa,max griffin,1.0
2024-12-07,joshua van,cody durden,1.0
2024-12-07,eryk anders,chris weidman,1.0
2024-12-07,bryan battle,randy brown,1.0
2024-12-07,movsar evloev,aljamain sterling,1.0
2024-12-07,vicente luque,themba gorimbo,1.0
2024-12-07,dominick reyes,anthony smith,1.0
2024-12-07,dooho choi,nate landwehr,1.0
2024-12-07,bryce mitchell,kron gracie,1.0
2024-12-07,ciryl gane,alexander volkov,1.0
2024-12-07,shavkat rakhmonov,ian machado garry,1.0
2024-12-07,alexandre pantoja,kai asakura,1.0
2024-12-14,piera rodriguez,josefine knutsson,1.0
2024-12-14,davey grant,ramon taveras,1.0
2024-12-14,miranda maverick,jamey-lyn horth,1.0
2024-12-14,felipe lima,miles johns,1.0
2024-12-14,sean woodson,fernando padilla,1.0
2024-12-14,joel alvarez,drakkar klose,1.0
2024-12-14,michael johnson,ottman azaitar,1.0
2024-12-14,navajo stirling,tuco tokkos,1.0
2024-12-14,daniel marcos,adrian yanez,1.0
2024-12-14,dustin jacoby,vitor petrino,1.0
2024-12-14,manel kape,bruno silva,1.0
2024-12-14,cub swanson,billy quarantillo,1.0
2024-12-14,joaquin buckley,colby covington,1.0
2025-01-11,nurullo aliev,joe solecki,1.0
2025-01-11,fatima kline,viktoriia dudakova,1.0
2025-01-11,bruno lopes,magomed gadzhiyasulov,1.0
2025-01-11,ernesta kareckaite,nicolle caliari,1.0
2025-01-11,jacobe smith,preston parsons,1.0
2025-01-11,thiago moises,trey ogden,1.0
2025-01-11,marco tulio,ihor potieria,1.0
2025-01-11,felipe bunes,jose johnson,1.0
2025-01-11,punahele soriano,uros medic,1.0
2025-01-11,christian rodriguez,austin bashi,1.0
2025-01-11,roman kopylov,chris curtis,1.0
2025-01-11,cesar almeida,abdul razak alhassan,1.0
2025-01-11,santiago ponzinibbio,carlston harris,1.0
2025-01-11,mackenzie dern,amanda ribas,1.0
2025-01-18,tagir ulanbekov,clayton carpenter,1.0
2025-01-18,benardo sopaj,ricky turcios,1.0
2025-01-18,muin gafurov,rinya nakamura,1.0
2025-01-18,ailin perez,karol rosa,1.0
2025-01-18,grant dawson,diego ferreira,1.0
2025-01-18,bogdan guskov,billy elekana,1.0
2025-01-18,azamat bekoev,zach reese,1.0
2025-01-18,raoni barcelos,payton talbott,1.0
2025-01-18,reinier de ridder,kevin holland,1.0
2025-01-18,jailton almeida,serghei spivac,1.0
2025-01-18,jiri prochazka,jamahal hill,1.0
2025-01-18,merab dvalishvili,umar nurmagomedov,1.0
2025-01-18,islam makhachev,renato moicano,1.0
