date,fighter_a,fighter_b,result_numeric
2017-01-15,nina nunes,jocelyn jones-lybarger,1.0
2017-01-15,anthony rocco martin,alex white,1.0
2017-01-15,aleksei oleinik,viktor pesta,1.0
2017-01-15,augusto mendes,frankie saenz,1.0
2017-01-15,drakkar klose,devin powell,1.0
2017-01-15,sergio pettis,john moraga,1.0
2017-01-15,ben saunders,court mcgee,1.0
2017-01-15,joe lauzon,marcin held,1.0
2017-01-15,yair rodriguez,bj penn,1.0
2017-01-28,jason gonzalez,jc cottrell,1.0
2017-01-28,alexandre pantoja,eric shelton,1.0
2017-01-28,marcos rogerio de lima,jeremy kimball,1.0
2017-01-28,eric spicely,alessio di chirico,1.0
2017-01-28,jordan johnson,henrique da silva,1.0
2017-01-28,li jingliang,bobby nash,1.0
2017-01-28,raphael assuncao,aljamain sterling,1.0
2017-01-28,sam alvey,nate marquardt,1.0
2017-01-28,jason knight,alex caceres,1.0
2017-01-28,francis ngannou,andrei arlovski,1.0
2017-01-28,jorge masvidal,donald cerrone,1.0
2017-01-28,valentina shevchenko,julianna pena,1.0
2017-02-04,khalil rountree jr.,daniel jolly,1.0
2017-02-04,tecia pennington,bec rawlings,1.0
2017-02-04,ricardo ramos,michinori tanaka,1.0
2017-02-04,chas skelly,chris gruetzemacher,1.0
2017-02-04,jessica andrade,angela hill,1.0
2017-02-04,marcel fortuna,anthony hamilton,1.0
2017-02-04,volkan oezdemir,ovince saint preux,1.0
2017-02-04,james vick,abel trujillo,1.0
2017-02-04,felice herrig,alexa grasso,1.0
2017-02-04,chan sung jung,dennis bermudez,1.0
2017-02-11,ryan laflare,roan carneiro,1.0
2017-02-11,ricky glenn,phillipe nover,1.0
2017-02-11,islam makhachev,nik lentz,1.0
2017-02-11,wilson reis,yuta sasaki,1.0
2017-02-11,belal muhammad,randy brown,1.0
2017-02-11,dustin poirier,jim miller,1.0
2017-02-11,glover teixeira,jared cannonier,1.0
2017-02-11,jacare souza,tim boetsch,1.0
2017-02-11,anderson silva,derek brunson,1.0
2017-02-11,germaine de randamie,holly holm,1.0
2017-02-19,gerald meerschaert,ryan janes,1.0
2017-02-19,thiago santos,jack marshman,1.0
2017-02-19,aiemann zahabi,reginaldo vieira,1.0
2017-02-19,randa markos,carla esparza,1.0
2017-02-19,santiago ponzinibbio,nordine taleb,1.0
2017-02-19,paul felder,alex ricci,1.0
2017-02-19,sara mcmann,gina mazany,1.0
2017-02-19,elias theodorou,cezar ferreira,1.0
2017-02-19,gavin tucker,sam sicilia,1.0
2017-02-19,johny hendricks,hector lombard,1.0
2017-02-19,derrick lewis,travis browne,1.0
2017-03-04,albert morales,andre soukhamthath,1.0
2017-03-04,tyson pedro,paul craig,1.0
2017-03-04,mark godbeer,daniel spitz,1.0
2017-03-04,iuri alcantara,luke sanders,1.0
2017-03-04,darren elkins,mirsad bektic,1.0
2017-03-04,marcin tybura,luis henrique,1.0
2017-03-04,alistair overeem,mark hunt,1.0
2017-03-04,cynthia calvillo,amanda cooper,1.0
2017-03-04,daniel kelly,rashad evans,1.0
2017-03-04,david teymur,lando vannata,1.0
2017-03-04,tyron woodley,stephen thompson,1.0
2017-03-11,paulo costa,garreth mclellan,1.0
2017-03-11,jeremy kennedy,rony jason,1.0
2017-03-11,michel prazeres,joshua burkman,1.0
2017-03-11,joe soto,rani yahya,1.0
2017-03-11,sergio moraes,davi ramos,1.0
2017-03-11,kevin lee,francisco trinaldo,1.0
2017-03-11,alex oliveira,tim means,1.0
2017-03-11,bethe correia,marion reneau,0.5
2017-03-11,ray borg,jussier formiga,1.0
2017-03-11,edson barboza,beneil dariush,1.0
2017-03-11,mauricio rua,gian villante,1.0
2017-03-18,lina lansberg,lucie pudilova,1.0
2017-03-18,brad scott,scott askham,1.0
2017-03-18,marc diakiese,teemu packalen,1.0
2017-03-18,leon edwards,vicente luque,1.0
2017-03-18,timothy johnson,daniel omielanczuk,1.0
2017-03-18,francimar barroso,darren stewart,1.0
2017-03-18,joe duffy,reza madadi,1.0
2017-03-18,arnold allen,makwan amirkhani,1.0
2017-03-18,marlon vera,brad pickett,1.0
2017-03-18,gunnar nelson,alan jouban,1.0
2017-03-18,jimi manuwa,corey anderson,1.0
2017-04-08,magomed bibulatov,jenel lausa,1.0
2017-04-08,katlyn cerminara,irene aldana,1.0
2017-04-08,desmond green,josh emmett,1.0
2017-04-08,gregor gillespie,andrew holbrook,1.0
2017-04-08,patrick cummins,jan blachowicz,1.0
2017-04-08,shane burgos,charles rosa,1.0
2017-04-08,kamaru usman,sean strickland,1.0
2017-04-08,myles jury,mike de la torre,1.0
2017-04-08,charles oliveira,will brooks,1.0
2017-04-08,thiago alves,patrick cote,1.0
2017-04-08,cynthia calvillo,pearl gonzalez,1.0
2017-04-08,gegard mousasi,chris weidman,1.0
2017-04-08,daniel cormier,anthony johnson,1.0
2017-04-15,ketlen vieira,ashlee evans-smith,1.0
2017-04-15,zak cummings,nathan coy,1.0
2017-04-15,anthony smith,andrew sanchez,1.0
2017-04-15,devin clark,jake collier,1.0
2017-04-15,aljamain sterling,augusto mendes,1.0
2017-04-15,tim elliott,louis smolka,1.0
2017-04-15,rashid magomedov,king green,1.0
2017-04-15,tom duquesnoy,patrick williams,1.0
2017-04-15,alexander volkov,roy nelson,1.0
2017-04-15,renato moicano,jeremy stephens,1.0
2017-04-15,robert whittaker,jacare souza,1.0
2017-04-15,rose namajunas,michelle waterson-gomez,1.0
2017-04-15,demetrious johnson,wilson reis,1.0
2017-04-22,hector sandoval,matt schnell,1.0
2017-04-22,bryan barberena,joe proctor,1.0
2017-04-22,alexis davis,cindy dandois,1.0
2017-04-22,danielle taylor,jessica penne,1.0
2017-04-22,scott holtzman,michael mcbride,1.0
2017-04-22,brandon moreno,dustin ortiz,1.0
2017-04-22,thales leites,sam alvey,1.0
2017-04-22,mike perry,jake ellenberger,1.0
2017-04-22,stevie ray,joe lauzon,1.0
2017-04-22,john dodson,eddie wineland,1.0
2017-04-22,ovince saint preux,marcos rogerio de lima,1.0
2017-04-22,al iaquinta,diego sanchez,1.0
2017-04-22,cub swanson,artem lobov,1.0
2017-05-13,gadzhimurad antigulov,joachim christensen,1.0
2017-05-13,enrique barzola,gabriel benitez,1.0
2017-05-13,cortney casey,jessica aguilar,1.0
2017-05-13,james vick,marco polo reyes,1.0
2017-05-13,chase sherman,rashad coulter,1.0
2017-05-13,jason knight,chas skelly,1.0
2017-05-13,david branch,krzysztof jotko,1.0
2017-05-13,frankie edgar,yair rodriguez,1.0
2017-05-13,demian maia,jorge masvidal,1.0
2017-05-13,joanna jedrzejczyk,jessica andrade,1.0
2017-05-13,stipe miocic,junior dos santos,1.0
2017-05-28,damir hadzovic,marcin held,1.0
2017-05-28,darren till,jessin ayari,1.0
2017-05-28,bojan velickovic,nicholas musoke,1.0
2017-05-28,joaquim silva,reza madadi,1.0
2017-05-28,trevor smith,chris camozzi,1.0
2017-05-28,pedro munhoz,damian stasiak,1.0
2017-05-28,jack hermansson,alex nicholson,1.0
2017-05-28,nordine taleb,oliver enkamp,1.0
2017-05-28,omari akhmedov,abdul razak alhassan,1.0
2017-05-28,peter sobotta,ben saunders,1.0
2017-05-28,volkan oezdemir,misha cirkunov,1.0
2017-05-28,alexander gustafsson,glover teixeira,1.0
2017-06-03,deiveson figueiredo,marco beltran,1.0
2017-06-03,luan chagas,jim wallhead,1.0
2017-06-03,viviane pereira,jamie moyle,1.0
2017-06-03,brian kelleher,iuri alcantara,1.0
2017-06-03,matthew lopez,johnny eduardo,1.0
2017-06-03,antonio carlos junior,eric spicely,1.0
2017-06-03,raphael assuncao,marlon moraes,1.0
2017-06-03,yancy medeiros,erick silva,1.0
2017-06-03,paulo costa,oluwale bamgbose,1.0
2017-06-03,vitor belfort,nate marquardt,1.0
2017-06-03,claudia gadelha,karolina kowalkiewicz,1.0
2017-06-03,max holloway,jose aldo,1.0
2017-06-10,jj aldrich,chan-mi jeon,1.0
2017-06-10,zak ottow,kiichi kunimoto,1.0
2017-06-10,john moraga,ashkan mokhtarian,1.0
2017-06-10,luke jumeau,dominique steele,1.0
2017-06-10,vinc pichel,damien brown,1.0
2017-06-10,alexander volkanovski,mizuto hirota,1.0
2017-06-10,ben nguyen,tim elliott,1.0
2017-06-10,ion cutelaba,henrique da silva,1.0
2017-06-10,dan hooker,ross pearson,1.0
2017-06-10,derek brunson,daniel kelly,1.0
2017-06-10,mark hunt,derrick lewis,1.0
2017-06-17,lucie pudilova,ji yeon kim,1.0
2017-06-17,naoki inoue,carls john de tomas,1.0
2017-06-17,russell doane,kwan ho kwak,1.0
2017-06-17,li jingliang,frank camacho,1.0
2017-06-17,yuta sasaki,justin scoggins,1.0
2017-06-17,alex caceres,rolando dy,1.0
2017-06-17,walt harris,cyril asker,1.0
2017-06-17,jon tuck,takanori gomi,1.0
2017-06-17,rafael dos anjos,tarec saffiedine,1.0
2017-06-17,colby covington,dong hyun kim,1.0
2017-06-17,marcin tybura,andrei arlovski,1.0
2017-06-17,holly holm,bethe correia,1.0
2017-06-25,jeremy kimball,josh stansbury,1.0
2017-06-25,anthony rocco martin,johnny case,1.0
2017-06-25,jared gordon,michel quinones,1.0
2017-06-25,darrell horcher,devin powell,1.0
2017-06-25,carla esparza,maryna moroz,1.0
2017-06-25,marvin vettori,vitor miranda,1.0
2017-06-25,clay guida,erik koch,1.0
2017-06-25,dennis siver,bj penn,1.0
2017-06-25,tim means,alex garcia,1.0
2017-06-25,dominick reyes,joachim christensen,1.0
2017-06-25,felice herrig,justine kish,1.0
2017-06-25,tim boetsch,johny hendricks,1.0
2017-06-25,kevin lee,michael chiesa,1.0
2017-07-07,gray maynard,teruto ishihara,1.0
2017-07-07,tecia pennington,juliana lima,1.0
2017-07-07,cb dollaway,ed herman,1.0
2017-07-07,james krause,tom gallicchio,1.0
2017-07-07,angela hill,ashley yoder,1.0
2017-07-07,jordan johnson,marcel fortuna,1.0
2017-07-07,brad tavares,elias theodorou,1.0
2017-07-07,jared cannonier,nick roehrick,1.0
2017-07-07,drakkar klose,marc diakiese,1.0
2017-07-07,jesse taylor,dhiego lima,1.0
2017-07-07,justin gaethje,michael johnson,1.0
2017-07-08,trevin giles,james bochnovic,1.0
2017-07-08,cody stamann,terrion ware,1.0
2017-07-08,belal muhammad,jordan mein,1.0
2017-07-08,thiago santos,gerald meerschaert,1.0
2017-07-08,chad laprise,brian camozzi,1.0
2017-07-08,aleksei oleinik,travis browne,1.0
2017-07-08,rob font,douglas silva de andrade,1.0
2017-07-08,anthony pettis,jim miller,1.0
2017-07-08,curtis blaydes,daniel omielanczuk,1.0
2017-07-08,alistair overeem,fabricio werdum,1.0
2017-07-08,robert whittaker,yoel romero,1.0
2017-07-16,leslie smith,amanda lemos,1.0
2017-07-16,brett johns,albert morales,1.0
2017-07-16,danny henry,daniel teymur,1.0
2017-07-16,galore bofando,charlie ward,1.0
2017-07-16,alexandre pantoja,neil seery,1.0
2017-07-16,danny roberts,bobby nash,1.0
2017-07-16,justin willis,james mulheron,1.0
2017-07-16,khalil rountree jr.,paul craig,1.0
2017-07-16,jack marshman,ryan janes,1.0
2017-07-16,paul felder,stevie ray,1.0
2017-07-16,cynthia calvillo,joanne wood,1.0
2017-07-16,santiago ponzinibbio,gunnar nelson,1.0
2017-07-22,chris wade,frankie perez,1.0
2017-07-22,shane burgos,godofredo pepey,1.0
2017-07-22,junior albini,timothy johnson,1.0
2017-07-22,marlon vera,brian kelleher,1.0
2017-07-22,jeremy kennedy,kyle bochniak,1.0
2017-07-22,chase sherman,damian grabowski,1.0
2017-07-22,alex oliveira,ryan laflare,1.0
2017-07-22,eryk anders,rafael natal,1.0
2017-07-22,elizeu zaleski dos santos,lyman good,1.0
2017-07-22,jimmie rivera,thomas almeida,1.0
2017-07-22,patrick cummins,gian villante,1.0
2017-07-22,darren elkins,dennis bermudez,1.0
2017-07-22,chris weidman,kelvin gastelum,1.0
2017-07-29,drew dober,joshua burkman,1.0
2017-07-29,jarred brooks,eric shelton,1.0
2017-07-29,aleksandra albu,kailin curran,1.0
2017-07-29,calvin kattar,andre fili,1.0
2017-07-29,brian ortega,renato moicano,1.0
2017-07-29,aljamain sterling,renan barao,1.0
2017-07-29,ricardo lamas,jason knight,1.0
2017-07-29,volkan oezdemir,jimi manuwa,1.0
2017-07-29,robbie lawler,donald cerrone,1.0
2017-07-29,cristiane justino,tonya evinger,1.0
2017-07-29,tyron woodley,demian maia,1.0
2017-08-05,jordan rinaldi,alvaro herrera mendoza,1.0
2017-08-05,joseph morales,robert sanchez,1.0
2017-08-05,jose quinonez,diego rivas,1.0
2017-08-05,rani yahya,henry briones,1.0
2017-08-05,dustin ortiz,hector sandoval,1.0
2017-08-05,jack hermansson,brad scott,1.0
2017-08-05,alejandro perez,andre soukhamthath,1.0
2017-08-05,sam alvey,rashad evans,1.0
2017-08-05,humberto bandenay,martin bravo,1.0
2017-08-05,niko price,alan jouban,1.0
2017-08-05,alexa grasso,randa markos,1.0
2017-08-05,sergio pettis,brandon moreno,1.0
2017-09-02,thibault gouti,andrew holbrook,1.0
2017-09-02,abdul-kerim edilov,bojan mihajlovic,1.0
2017-09-02,zabit magomedsharipov,mike santiago,1.0
2017-09-02,aleksandar rakic,francimar barroso,1.0
2017-09-02,rustam khabilov,desmond green,1.0
2017-09-02,michel prazeres,mads burnell,1.0
2017-09-02,mairbek taisumov,felipe silva,1.0
2017-09-02,darren till,bojan velickovic,1.0
2017-09-02,leon edwards,bryan barberena,1.0
2017-09-02,marion reneau,talita bernardo,1.0
2017-09-02,siyar bahadurzada,rob wilkinson,1.0
2017-09-02,alexander volkov,stefan struve,1.0
2017-09-09,kajan johnson,adriano martins,1.0
2017-09-09,arjan bhullar,luis henrique,1.0
2017-09-09,alex white,mitch clarke,1.0
2017-09-09,ricky glenn,gavin tucker,1.0
2017-09-09,sarah moras,ashlee evans-smith,1.0
2017-09-09,ketlen vieira,sara mcmann,1.0
2017-09-09,jeremy stephens,gilbert melendez,1.0
2017-09-09,ilir latifi,tyson pedro,1.0
2017-09-09,henry cejudo,wilson reis,1.0
2017-09-09,rafael dos anjos,neil magny,1.0
2017-09-09,amanda nunes,valentina shevchenko,1.0
2017-09-16,gilbert burns,jason saggo,1.0
2017-09-16,uriah hall,krzysztof jotko,1.0
2017-09-16,daniel spitz,anthony hamilton,1.0
2017-09-16,olivier aubin-mercier,anthony rocco martin,1.0
2017-09-16,justin ledet,azunna anyanwu,1.0
2017-09-16,kamaru usman,sergio moraes,1.0
2017-09-16,gregor gillespie,jason gonzalez,1.0
2017-09-16,anthony smith,hector lombard,1.0
2017-09-16,mike perry,alex reyes,1.0
2017-09-16,luke rockhold,david branch,1.0
2017-09-22,daichi abe,hyun gyu lim,1.0
2017-09-22,shinsho anzai,luke jumeau,1.0
2017-09-22,syuri kondo,chan-mi jeon,1.0
2017-09-22,keita nakamura,alex morono,1.0
2017-09-22,jussier formiga,yuta sasaki,1.0
2017-09-22,teruto ishihara,rolando dy,1.0
2017-09-22,gokhan saki,henrique da silva,1.0
2017-09-22,dong hyun ma,takanori gomi,1.0
2017-09-22,jessica andrade,claudia gadelha,1.0
2017-09-22,ovince saint preux,yushin okami,1.0
2017-10-07,brad tavares,thales leites,1.0
2017-10-07,john moraga,magomed bibulatov,1.0
2017-10-07,matt schnell,marco beltran,1.0
2017-10-07,poliana botelho,pearl gonzalez,1.0
2017-10-07,lando vannata,king green,0.5
2017-10-07,cody stamann,tom duquesnoy,1.0
2017-10-07,beneil dariush,evan dunham,0.5
2017-10-07,mara romero borella,kalindra faria,1.0
2017-10-07,fabricio werdum,walt harris,1.0
2017-10-07,demetrious johnson,ray borg,1.0
2017-10-07,tony ferguson,kevin lee,1.0
2017-10-21,josh emmett,felipe arantes,1.0
2017-10-21,aspen ladd,lina lansberg,1.0
2017-10-21,warlley alves,salim touahri,1.0
2017-10-21,andre fili,artem lobov,1.0
2017-10-21,ramazan emeev,sam alvey,1.0
2017-10-21,brian kelleher,damian stasiak,1.0
2017-10-21,marcin held,nasrat haqparast,1.0
2017-10-21,oskar piechota,jonathan wilson,1.0
2017-10-21,jan blachowicz,devin clark,1.0
2017-10-21,karolina kowalkiewicz,jodie esquibel,1.0
2017-10-21,darren till,donald cerrone,1.0
2017-10-28,marcelo golm,christian colombo,1.0
2017-10-28,deiveson figueiredo,jarred brooks,1.0
2017-10-28,elizeu zaleski dos santos,max griffin,1.0
2017-10-28,jared gordon,hacran dias,1.0
2017-10-28,antonio carlos junior,jack marshman,1.0
2017-10-28,vicente luque,niko price,1.0
2017-10-28,john lineker,marlon vera,1.0
2017-10-28,thiago santos,jack hermansson,1.0
2017-10-28,francisco trinaldo,jim miller,1.0
2017-10-28,pedro munhoz,rob font,1.0
2017-10-28,colby covington,demian maia,1.0
2017-10-28,derek brunson,lyoto machida,1.0
2017-11-04,ricardo ramos,aiemann zahabi,1.0
2017-11-04,curtis blaydes,aleksei oleinik,1.0
2017-11-04,randy brown,mickey gall,1.0
2017-11-04,ovince saint preux,corey anderson,1.0
2017-11-04,mark godbeer,walt harris,1.0
2017-11-04,james vick,joe duffy,1.0
2017-11-04,paulo costa,johny hendricks,1.0
2017-11-04,stephen thompson,jorge masvidal,1.0
2017-11-04,rose namajunas,joanna jedrzejczyk,1.0
2017-11-04,tj dillashaw,cody garbrandt,1.0
2017-11-04,georges st-pierre,michael bisping,1.0
2017-11-11,karl roberson,darren stewart,1.0
2017-11-11,jake collier,marcel fortuna,1.0
2017-11-11,sean strickland,court mcgee,1.0
2017-11-11,nina nunes,angela hill,1.0
2017-11-11,sage northcutt,michel quinones,1.0
2017-11-11,tatiana suarez,viviane pereira,1.0
2017-11-11,marlon moraes,john dodson,1.0
2017-11-11,clay guida,joe lauzon,1.0
2017-11-11,raphael assuncao,matthew lopez,1.0
2017-11-11,cezar ferreira,nate marquardt,1.0
2017-11-11,andrei arlovski,junior albini,1.0
2017-11-11,matt brown,diego sanchez,1.0
2017-11-11,dustin poirier,anthony pettis,1.0
2017-11-18,adam wieczorek,anthony hamilton,1.0
2017-11-18,eric shelton,jenel lausa,1.0
2017-11-18,nadia kassem,alex chambers,1.0
2017-11-18,frank camacho,damien brown,1.0
2017-11-18,tai tuivasa,rashad coulter,1.0
2017-11-18,nik lentz,will brooks,1.0
2017-11-18,ryan benoit,ashkan mokhtarian,1.0
2017-11-18,alexander volkanovski,shane young,1.0
2017-11-18,elias theodorou,daniel kelly,1.0
2017-11-18,jake matthews,bojan velickovic,1.0
2017-11-18,belal muhammad,tim means,1.0
2017-11-18,jessica-rose clark,bec rawlings,1.0
2017-11-18,fabricio werdum,marcin tybura,1.0
2017-11-25,cyril asker,hu yaozong,1.0
2017-11-25,rolando dy,wulijiburen,1.0
2017-11-25,gina mazany,wu yanan,1.0
2017-11-25,shamil abdurakhimov,chase sherman,1.0
2017-11-25,song yadong,bharat kandare,1.0
2017-11-25,yan xiaonan,kailin curran,1.0
2017-11-25,song kenan,bobby nash,1.0
2017-11-25,zabit magomedsharipov,sheymon moraes,1.0
2017-11-25,alex garcia,muslim salikhov,1.0
2017-11-25,wang guan,alex caceres,1.0
2017-11-25,li jingliang,zak ottow,1.0
2017-11-25,kelvin gastelum,michael bisping,1.0
2017-12-01,gillian robertson,emily whitmire,1.0
2017-12-01,shana dobson,ariel beck,1.0
2017-12-01,rachael ostovich,karine gevorgyan,1.0
2017-12-01,ryan janes,andrew sanchez,1.0
2017-12-01,montana de la rosa,christina marks,1.0
2017-12-01,brett johns,joe soto,1.0
2017-12-01,deanna bennett,melinda fabian,0.5
2017-12-01,gerald meerschaert,eric spicely,1.0
2017-12-01,lauren murphy,barb honchak,1.0
2017-12-01,sean o'malley,terrion ware,1.0
2017-12-01,nicco montano,roxanne modafferi,1.0
2017-12-02,justin willis,allen crowder,1.0
2017-12-02,dominick reyes,jeremy kimball,1.0
2017-12-02,abdul razak alhassan,sabah homasi,1.0
2017-12-02,amanda cooper,angela magana,1.0
2017-12-02,felice herrig,cortney casey,1.0
2017-12-02,david teymur,drakkar klose,1.0
2017-12-02,yancy medeiros,alex oliveira,1.0
2017-12-02,paul felder,charles oliveira,1.0
2017-12-02,tecia pennington,michelle waterson-gomez,1.0
2017-12-02,eddie alvarez,justin gaethje,1.0
2017-12-02,henry cejudo,sergio pettis,1.0
2017-12-02,francis ngannou,alistair overeem,1.0
2017-12-02,max holloway,jose aldo,1.0
2017-12-09,trevin giles,antonio braga neto,1.0
2017-12-09,davi ramos,chris gruetzemacher,1.0
2017-12-09,alejandro perez,iuri alcantara,1.0
2017-12-09,frankie saenz,merab dvalishvili,1.0
2017-12-09,alex perez,carls john de tomas,1.0
2017-12-09,andre soukhamthath,luke sanders,1.0
2017-12-09,alexis davis,liz carmouche,1.0
2017-12-09,benito lopez,albert morales,1.0
2017-12-09,eryk anders,markus perez,1.0
2017-12-09,scott holtzman,darrell horcher,1.0
2017-12-09,marlon moraes,aljamain sterling,1.0
2017-12-09,gabriel benitez,jason knight,1.0
2017-12-09,brian ortega,cub swanson,1.0
2017-12-16,jordan mein,erick silva,1.0
2017-12-16,alessio di chirico,oluwale bamgbose,1.0
2017-12-16,john makdessi,abel trujillo,1.0
2017-12-16,nordine taleb,danny roberts,1.0
2017-12-16,chad laprise,galore bofando,1.0
2017-12-16,julian marquez,darren stewart,1.0
2017-12-16,jan blachowicz,jared cannonier,1.0
2017-12-16,glover teixeira,misha cirkunov,1.0
2017-12-16,santiago ponzinibbio,mike perry,1.0
2017-12-16,josh emmett,ricardo lamas,1.0
2017-12-16,rafael dos anjos,robbie lawler,1.0
2017-12-30,tim elliott,mark de la rosa,1.0
2017-12-30,matheus nicolau,louis smolka,1.0
2017-12-30,marvin vettori,omari akhmedov,0.5
2017-12-30,myles jury,ricky glenn,1.0
2017-12-30,neil magny,carlos condit,1.0
2017-12-30,carla esparza,cynthia calvillo,1.0
2017-12-30,dan hooker,marc diakiese,1.0
2017-12-30,khabib nurmagomedov,edson barboza,1.0
2017-12-30,cristiane justino,holly holm,1.0
2018-01-14,mads burnell,mike santiago,1.0
2018-01-14,jj aldrich,danielle taylor,1.0
2018-01-14,jessica eye,kalindra faria,1.0
2018-01-14,kyung ho kang,guido cannetti,1.0
2018-01-14,irene aldana,talita bernardo,1.0
2018-01-14,marco polo reyes,matt frevola,1.0
2018-01-14,james krause,alex white,1.0
2018-01-14,darren elkins,michael johnson,1.0
2018-01-14,kamaru usman,emil meek,1.0
2018-01-14,jessica-rose clark,paige vanzant,1.0
2018-01-14,jeremy stephens,dooho choi,1.0
2018-01-20,islam makhachev,gleison tibau,1.0
2018-01-20,enrique barzola,matt bessette,1.0
2018-01-20,julio arce,dan ige,1.0
2018-01-20,dustin ortiz,alexandre pantoja,1.0
2018-01-20,abdul razak alhassan,sabah homasi,1.0
2018-01-20,kyle bochniak,brandon davis,1.0
2018-01-20,rob font,thomas almeida,1.0
2018-01-20,gian villante,francimar barroso,1.0
2018-01-20,calvin kattar,shane burgos,1.0
2018-01-20,daniel cormier,volkan oezdemir,1.0
2018-01-20,stipe miocic,francis ngannou,1.0
2018-01-27,cory sandhagen,austin arnett,1.0
2018-01-27,niko price,george sullivan,1.0
2018-01-27,vinc pichel,joaquim silva,1.0
2018-01-27,ji yeon kim,justine kish,1.0
2018-01-27,randa markos,juliana lima,1.0
2018-01-27,katlyn cerminara,mara romero borella,1.0
2018-01-27,mirsad bektic,godofredo pepey,1.0
2018-01-27,king green,erik koch,1.0
2018-01-27,drew dober,frank camacho,1.0
2018-01-27,gregor gillespie,jordan rinaldi,1.0
2018-01-27,andre fili,dennis bermudez,1.0
2018-01-27,jacare souza,derek brunson,1.0
2018-02-03,deiveson figueiredo,joseph morales,1.0
2018-02-03,iuri alcantara,joe soto,1.0
2018-02-03,polyana viana,maia stevenson,1.0
2018-02-03,alan patrick,damir hadzovic,1.0
2018-02-03,sergio moraes,tim means,1.0
2018-02-03,thiago santos,anthony smith,1.0
2018-02-03,douglas silva de andrade,marlon vera,1.0
2018-02-03,timothy johnson,marcelo golm,1.0
2018-02-03,michel prazeres,desmond green,1.0
2018-02-03,valentina shevchenko,priscila cachoeira,1.0
2018-02-03,lyoto machida,eryk anders,1.0
2018-02-10,luke jumeau,daichi abe,1.0
2018-02-10,jose quinonez,teruto ishihara,1.0
2018-02-10,ross pearson,mizuto hirota,1.0
2018-02-10,jussier formiga,ben nguyen,1.0
2018-02-10,alexander volkanovski,jeremy kennedy,1.0
2018-02-10,israel adesanya,rob wilkinson,1.0
2018-02-10,dong hyun ma,damien brown,1.0
2018-02-10,tyson pedro,saparbeg safarov,1.0
2018-02-10,jake matthews,li jingliang,1.0
2018-02-10,tai tuivasa,cyril asker,1.0
2018-02-10,curtis blaydes,mark hunt,1.0
2018-02-10,yoel romero,luke rockhold,1.0
2018-02-18,oskar piechota,tim williams,1.0
2018-02-18,alex morono,joshua burkman,1.0
2018-02-18,lucie pudilova,sarah moras,1.0
2018-02-18,robert sanchez,joby sanchez,1.0
2018-02-18,geoff neal,brian camozzi,1.0
2018-02-18,diego ferreira,jared gordon,1.0
2018-02-18,sage northcutt,thibault gouti,1.0
2018-02-18,brandon davis,steven peterson,1.0
2018-02-18,curtis millender,thiago alves,1.0
2018-02-18,james vick,francisco trinaldo,1.0
2018-02-18,derrick lewis,marcin tybura,1.0
2018-02-18,donald cerrone,yancy medeiros,1.0
2018-02-24,manny bermudez,albert morales,1.0
2018-02-24,alex perez,eric shelton,1.0
2018-02-24,rani yahya,russell doane,1.0
2018-02-24,sam alvey,marcin prachnio,1.0
2018-02-24,alan jouban,ben saunders,1.0
2018-02-24,angela hill,maryna moroz,1.0
2018-02-24,marion reneau,sara mcmann,1.0
2018-02-24,brian kelleher,renan barao,1.0
2018-02-24,max griffin,mike perry,1.0
2018-02-24,ilir latifi,ovince saint preux,1.0
2018-02-24,jessica andrade,tecia pennington,1.0
2018-02-24,jeremy stephens,josh emmett,1.0
2018-03-03,jordan johnson,adam milstead,1.0
2018-03-03,cody stamann,bryan caraway,1.0
2018-03-03,zak ottow,mike pyle,1.0
2018-03-03,cb dollaway,hector lombard,1.0
2018-03-03,john dodson,pedro munhoz,1.0
2018-03-03,alexander hernandez,beneil dariush,1.0
2018-03-03,mackenzie dern,ashley yoder,1.0
2018-03-03,ketlen vieira,cat zingano,1.0
2018-03-03,andrei arlovski,stefan struve,1.0
2018-03-03,sean o'malley,andre soukhamthath,1.0
2018-03-03,brian ortega,frankie edgar,1.0
2018-03-03,cristiane justino,yana santos,1.0
2018-03-17,dmitry sosnovskiy,mark godbeer,1.0
2018-03-17,kajan johnson,stevie ray,1.0
2018-03-17,paul craig,magomed ankalaev,1.0
2018-03-17,danny henry,hakeem dawodu,1.0
2018-03-17,danny roberts,oliver enkamp,1.0
2018-03-17,charles byrd,john phillips,1.0
2018-03-17,leon edwards,peter sobotta,1.0
2018-03-17,tom duquesnoy,terrion ware,1.0
2018-03-17,jan blachowicz,jimi manuwa,1.0
2018-03-17,alexander volkov,fabricio werdum,1.0
2018-04-07,devin clark,mike rodriguez,1.0
2018-04-07,ashlee evans-smith,bec rawlings,1.0
2018-04-07,olivier aubin-mercier,evan dunham,1.0
2018-04-07,karolina kowalkiewicz,felice herrig,1.0
2018-04-07,chris gruetzemacher,joe lauzon,1.0
2018-04-07,zabit magomedsharipov,kyle bochniak,1.0
2018-04-07,renato moicano,calvin kattar,1.0
2018-04-07,rose namajunas,joanna jedrzejczyk,1.0
2018-04-07,khabib nurmagomedov,al iaquinta,1.0
2018-04-14,luke sanders,patrick williams,1.0
2018-04-14,alejandro perez,matthew lopez,1.0
2018-04-14,adam wieczorek,arjan bhullar,1.0
2018-04-14,yushin okami,dhiego lima,1.0
